landuse,textabbr_fingprob,text_fingprob,calccarb_hcl,som_elmntprc,ph_cacl2,lime_requirement,p_calmg100g,k_calmg100g,mg_catmgkg,b_catmgkg,mn_catmgkg,cu_catmgkg,zn_catmgkg,clay,silt,sand
Orchards,Sl3,Mittel lehmiger Sand,high_carbonate,3,7.4,0,16,11,20,0.65,20,52,13,10,25,65
Orchards,Sl3,Mittel lehmiger Sand,high_carbonate,2.4,7.3,0,18,11,24,0.54,20,41,11,10,25,65
Orchards,Sl3,Mittel lehmiger Sand,high_carbonate,4.3,7.2,0,22,12,32,1,61,250,18,10,25,65
Orchards,Sl2,Schwach lehmiger Sand,no_free_carbonate,6.1,5.8,0,43,43,23,1.75,115,22,34,6.5,17.5,76
Orchards,Sl2,Schwach lehmiger Sand,low_medium_carbonate,5.8,6.6,0,23,36,23,1.55,88,34,36,6.5,17.5,76
Orchards,Us,Sandiger Schluff,high_carbonate,4.5,7,0,32,17,29,1.29,20,13,14,4,65,31
Orchards,Sl2,Schwach lehmiger Sand,high_carbonate,3.5,7.2,0,45,38,21,0.73,16,27,16,6.5,17.5,76
Orchards,Sl2,Schwach lehmiger Sand,high_carbonate,2.8,7.2,0,27,38,27,0.68,27,18,11,6.5,17.5,76
Orchards,Sl3,Mittel lehmiger Sand,high_carbonate,2.7,7.5,0,8,18,27,0.66,10,19,6,10,25,65
Orchards,Us,Sandiger Schluff,high_carbonate,2.9,7,0,59,38,44,1.45,69,97,27,4,65,31
Orchards,Sl3,Mittel lehmiger Sand,high_carbonate,2.9,7.4,0,5,22,20,0.58,9,11,7,10,25,65
Orchards,Us,Sandiger Schluff,high_carbonate,1.4,7.5,0,1.5,11,19,0.22,18,7,0.5,4,65,31
Orchards,Sl3,Mittel lehmiger Sand,high_carbonate,3.1,7.1,0,34,15,28,0.82,41,97,24,10,25,65
Orchards,Sl3,Mittel lehmiger Sand,low_medium_carbonate,6.2,7,0,36,27,41,1.58,98,76,29,10,25,65
Orchards,Sl3,Mittel lehmiger Sand,high_carbonate,4.2,7.3,0,11,7,33,0.26,6,16,13,10,25,65
Orchards,Sl2,Schwach lehmiger Sand,high_carbonate,5.1,7.1,0,42,13,18,0.78,15,75,33,6.5,17.5,76
Orchards,Sl3,Mittel lehmiger Sand,low_medium_carbonate,2.9,6.1,0,26,19,12,0.44,54,22,15,10,25,65
Orchards,Sl3,Mittel lehmiger Sand,high_carbonate,4.4,7.3,0,33,19,36,0.9,19,55,7,10,25,65
Orchards,Ut3,Mittel toniger Schluff,low_medium_carbonate,3.8,7,0,20,13,50,1.39,22,87,27,14.4,75.3,10.3
Orchards,Us,Sandiger Schluff,high_carbonate,2.6,7.4,0,32,16,18,0.46,18,48,8,4,65,31
Orchards,Sl3,Mittel lehmiger Sand,low_medium_carbonate,5.6,6.3,0,34,27,21,1.12,77,14,19,10,25,65
Orchards,Sl3,Mittel lehmiger Sand,low_medium_carbonate,6.8,6.3,0,36,19,18,1.13,66,21,21,10,25,65
Orchards,Sl3,Mittel lehmiger Sand,low_medium_carbonate,4.9,6.7,0,31,15,19,0.77,30,9,7,10,25,65
Orchards,Sl3,Mittel lehmiger Sand,low_medium_carbonate,5.9,6,0,27,17,19,0.79,84,8,7,10,25,65
Orchards,Us,Sandiger Schluff,high_carbonate,4.3,7,0,42,21,44,1.14,25,12,9,4,65,31
Orchards,Sl3,Mittel lehmiger Sand,low_medium_carbonate,5.1,6.5,0,33,34,17,1.26,97,43,24,10,25,65
Orchards,Sl3,Mittel lehmiger Sand,low_medium_carbonate,4.9,6,0,23,15,14,0.48,51,8,5,10,25,65
Orchards,Us,Sandiger Schluff,no_free_carbonate,2.8,5.8,9,1.5,1.5,17,0.29,80,11,9,4,65,31
Orchards,Sl3,Mittel lehmiger Sand,no_free_carbonate,6,5.8,0,39,27,19,1.08,82,28,47,10,25,65
Orchards,Sl3,Mittel lehmiger Sand,no_free_carbonate,3.3,5.8,9,23,13,16,0.56,80,16,14,10,25,65
Orchards,Sl3,Mittel lehmiger Sand,no_free_carbonate,6.4,5.6,10,18,16,16,0.63,69,7,5,10,25,65
Orchards,Us,Sandiger Schluff,high_carbonate,4.5,7.1,0,58,38,28,1.21,19,10,17,4,65,31
Orchards,Us,Sandiger Schluff,low_medium_carbonate,5.6,6.7,0,56,25,21,0.76,32,17,13,4,65,31
Orchards,Us,Sandiger Schluff,no_free_carbonate,4.2,6.3,0,22,25,21,0.74,63,19,10,4,65,31
Orchards,Us,Sandiger Schluff,low_medium_carbonate,5.2,6,0,19,31,18,0.94,68,24,16,4,65,31
Orchards,Us,Sandiger Schluff,low_medium_carbonate,3.6,6.4,0,15,9,18,0.87,101,17,7,4,65,31
Orchards,Sl3,Mittel lehmiger Sand,low_medium_carbonate,4.5,6.6,0,27,16,15,0.85,80,204,42,10,25,65
Orchards,Sl3,Mittel lehmiger Sand,low_medium_carbonate,5.2,6.2,0,24,19,20,0.63,48,15,20,10,25,65
Orchards,Sl3,Mittel lehmiger Sand,high_carbonate,6.5,7.1,0,19,10,33,1.34,32,14,31,10,25,65
Orchards,Sl3,Mittel lehmiger Sand,low_medium_carbonate,3.7,7.1,0,22,36,27,1.62,84,11,18,10,25,65
Orchards,Sl3,Mittel lehmiger Sand,high_carbonate,4,7.3,0,25,25,22,1.23,27,9,10,10,25,65
Orchards,Sl3,Mittel lehmiger Sand,low_medium_carbonate,2.4,6.2,0,17,18,11,0.44,51,8,3,10,25,65
Orchards,Us,Sandiger Schluff,low_medium_carbonate,3.1,6.4,0,33,35,13,0.78,81,18,10,4,65,31
Orchards,Sl3,Mittel lehmiger Sand,low_medium_carbonate,4.3,5.9,0,28,32,13,0.84,101,14,19,10,25,65
Orchards,Sl3,Mittel lehmiger Sand,low_medium_carbonate,3,5.9,5,21,23,15,0.47,61,10,5,10,25,65
Orchards,Sl3,Mittel lehmiger Sand,no_free_carbonate,4.4,6.2,0,30,17,14,0.87,74,26,37,10,25,65
Orchards,Sl3,Mittel lehmiger Sand,low_medium_carbonate,5.1,6.3,0,28,31,17,1.33,79,47,19,10,25,65
Orchards,Sl3,Mittel lehmiger Sand,low_medium_carbonate,5.3,6.3,0,32,18,19,0.88,58,18,20,10,25,65
Orchards,Sl3,Mittel lehmiger Sand,low_medium_carbonate,4.4,6.6,0,31,30,19,1.79,102,15,13,10,25,65
Orchards,Sl3,Mittel lehmiger Sand,low_medium_carbonate,4.9,6.2,0,19,27,19,1.11,61,12,16,10,25,65
Orchards,Sl3,Mittel lehmiger Sand,low_medium_carbonate,4.4,6.3,0,29,26,18,0.75,88,11,11,10,25,65
Orchards,Sl3,Mittel lehmiger Sand,low_medium_carbonate,3.8,7.1,0,29,39,33,1.54,75,15,12,10,25,65
Orchards,Su3,Mittel schluffiger Sand,high_carbonate,1.9,7.2,0,16,7,19,0.43,41,64,12,4,32.5,63.5
Orchards,Sl3,Mittel lehmiger Sand,high_carbonate,2.2,7.4,0,7,16,28,0.57,19,17,8,10,25,65
Orchards,Sl3,Mittel lehmiger Sand,low_medium_carbonate,4.8,6.8,0,21,25,23,1.75,93,12,19,10,25,65
Orchards,Sl2,Schwach lehmiger Sand,high_carbonate,2.1,7.5,0,4,1.5,12,0.38,14,4,3,6.5,17.5,76
Orchards,Us,Sandiger Schluff,high_carbonate,3,7.2,0,29,13,18,0.44,14,120,19,4,65,31
Orchards,Us,Sandiger Schluff,high_carbonate,2.2,7.2,0,28,13,19,0.33,17,16,24,4,65,31
Orchards,Us,Sandiger Schluff,high_carbonate,3.2,7.1,0,38,17,23,0.54,11,63,13,4,65,31
Orchards,Us,Sandiger Schluff,no_free_carbonate,4.1,6.1,0,12,13,17,0.57,62,18,6,4,65,31
Orchards,Us,Sandiger Schluff,low_medium_carbonate,3.6,6.5,0,15,16,19,0.56,65,13,9,4,65,31
Orchards,Sl3,Mittel lehmiger Sand,low_medium_carbonate,3.7,6.2,0,55,22,19,0.44,49,11,13,10,25,65
Orchards,Sl3,Mittel lehmiger Sand,high_carbonate,5.5,7.1,0,38,31,26,1.43,28,12,20,10,25,65
Orchards,Sl3,Mittel lehmiger Sand,low_medium_carbonate,5.7,5.9,0,17,19,20,0.52,150,55,35,10,25,65
Orchards,Sl3,Mittel lehmiger Sand,high_carbonate,18.3,7.2,0,19,25,64,0.94,8,10,17,10,25,65
Orchards,Sl3,Mittel lehmiger Sand,low_medium_carbonate,5.8,6.4,0,54,45,32,1.62,53,9,42,10,25,65
Orchards,Sl2,Schwach lehmiger Sand,high_carbonate,2.5,7.2,0,30,12,18,0.41,20,104,16,6.5,17.5,76
Orchards,Us,Sandiger Schluff,high_carbonate,2.7,7.5,0,9,13,20,0.45,34,8,12,4,65,31
Orchards,Sl4,Stark lehmiger Sand,low_medium_carbonate,5.2,7,0,48,37,47,1.21,114,88,35,21,22.5,56.5
Orchards,Us,Sandiger Schluff,high_carbonate,3,7.4,0,27,12,18,0.66,17,42,15,4,65,31
Orchards,Us,Sandiger Schluff,high_carbonate,2.8,7.5,0,35,25,22,0.58,17,18,17,4,65,31
Orchards,Sl3,Mittel lehmiger Sand,high_carbonate,6.2,7.5,0,22,16,28,0.79,4,7,8,10,25,65
Orchards,Sl3,Mittel lehmiger Sand,high_carbonate,3.5,7.1,0,55,42,36,0.67,31,18,14,10,25,65
Orchards,Ut3,Mittel toniger Schluff,high_carbonate,5.6,7.5,0,49,35,44,1.16,15,23,14,14.4,75.3,10.3
Orchards,Sl3,Mittel lehmiger Sand,very_high_carbonate,2.3,7.3,0,27,8,19,0.44,12,24,11,10,25,65
Orchards,Sl4,Stark lehmiger Sand,high_carbonate,5.8,7.3,0,49,32,50,0.93,14,27,53,21,22.5,56.5
Orchards,Sl3,Mittel lehmiger Sand,low_medium_carbonate,3.5,6.2,0,19,15,13,0.5,55,8,7,10,25,65
Orchards,Sl3,Mittel lehmiger Sand,high_carbonate,6.4,7.1,0,28,28,23,1.13,53,9,23,10,25,65
Orchards,Sl3,Mittel lehmiger Sand,high_carbonate,4.7,7.1,0,56,15,29,0.9,23,17,104,10,25,65
Orchards,Sl3,Mittel lehmiger Sand,high_carbonate,3.1,7.6,0,8,13,24,0.62,9,5,11,10,25,65
Orchards,Sl2,Schwach lehmiger Sand,high_carbonate,2.1,7.4,0,15,13,15,0.44,13,48,8,6.5,17.5,76
Orchards,Sl3,Mittel lehmiger Sand,high_carbonate,6.4,7.1,0,60,25,62,0.86,25,33,25,10,25,65
Orchards,Sl2,Schwach lehmiger Sand,high_carbonate,3.1,7.3,0,39,13,18,0.62,16,68,21,6.5,17.5,76
Orchards,Us,Sandiger Schluff,high_carbonate,1.7,7.7,0,14,11,39,0.29,22,9,4,4,65,31
Orchards,Sl3,Mittel lehmiger Sand,high_carbonate,2.7,7.4,0,22,28,30,0.63,24,31,15,10,25,65
Orchards,Sl3,Mittel lehmiger Sand,high_carbonate,4.5,7.3,0,14,15,26,0.8,16,7,11,10,25,65
Orchards,Sl3,Mittel lehmiger Sand,low_medium_carbonate,2.7,6.4,0,18,18,13,0.46,51,9,5,10,25,65
Orchards,Sl3,Mittel lehmiger Sand,low_medium_carbonate,3.7,6.7,0,27,23,30,1.49,66,64,17,10,25,65
Orchards,Sl2,Schwach lehmiger Sand,high_carbonate,2.8,7.4,0,12,11,25,0.58,12,49,8,6.5,17.5,76
Orchards,Ut3,Mittel toniger Schluff,high_carbonate,2.9,7.2,0,55,23,31,1.21,17,18,17,14.4,75.3,10.3
Orchards,Sl3,Mittel lehmiger Sand,high_carbonate,2.9,7.4,0,21,11,19,0.81,19,19,23,10,25,65
Orchards,Ls3,Mittel sandiger Lehm,high_carbonate,3,7.3,0,19,18,58,0.68,87,84,19,21,35,44
Orchards,Sl2,Schwach lehmiger Sand,no_free_carbonate,4.2,5.9,0,17,40,16,0.91,118,12,14,6.5,17.5,76
Orchards,Sl2,Schwach lehmiger Sand,high_carbonate,3.8,6.8,0,104,71,17,0.88,14,37,58,6.5,17.5,76
Orchards,Us,Sandiger Schluff,high_carbonate,5.1,7.2,0,13,24,29,0.83,18,46,25,4,65,31
Orchards,Sl3,Mittel lehmiger Sand,low_medium_carbonate,5.9,6.4,0,30,25,20,0.74,65,13,13,10,25,65
Orchards,Us,Sandiger Schluff,high_carbonate,2.3,7.6,0,17,11,18,0.44,10,28,8,4,65,31
Orchards,Sl3,Mittel lehmiger Sand,low_medium_carbonate,6,6.1,0,73,48,17,1.45,93,23,29,10,25,65
Orchards,Sl3,Mittel lehmiger Sand,no_free_carbonate,5.4,5.1,35,29,14,16,0.42,75,13,6,10,25,65
Orchards,Sl3,Mittel lehmiger Sand,no_free_carbonate,5.7,6,0,57,41,18,0.88,79,18,20,10,25,65
Orchards,Ut3,Mittel toniger Schluff,high_carbonate,7.4,7.3,0,54,31,45,0.87,7,20,23,14.4,75.3,10.3
Orchards,Us,Sandiger Schluff,high_carbonate,5,7.5,0,13,19,21,0.84,10,31,7,4,65,31
Orchards,Sl2,Schwach lehmiger Sand,very_high_carbonate,2.5,7.5,0,22,9,19,0.58,8,33,23,6.5,17.5,76
Orchards,Sl2,Schwach lehmiger Sand,high_carbonate,3.5,7.3,0,29,26,25,0.85,19,27,17,6.5,17.5,76
Orchards,Sl3,Mittel lehmiger Sand,no_free_carbonate,3,5.4,26,8,11,18,0.28,44,10,5,10,25,65
Orchards,Sl3,Mittel lehmiger Sand,low_medium_carbonate,3.8,6.1,0,24,32,14,0.78,100,21,13,10,25,65
Orchards,Sl2,Schwach lehmiger Sand,high_carbonate,2.6,7.3,0,43,17,18,0.58,15,78,13,6.5,17.5,76
Orchards,Sl3,Mittel lehmiger Sand,low_medium_carbonate,4.9,6.9,0,25,12,39,1.18,67,13,12,10,25,65
Orchards,Sl3,Mittel lehmiger Sand,low_medium_carbonate,8,6.6,0,34,21,21,0.87,49,8,7,10,25,65
Orchards,Sl3,Mittel lehmiger Sand,no_free_carbonate,5.6,5.5,15,47,36,19,0.75,86,20,29,10,25,65
Orchards,Sl3,Mittel lehmiger Sand,high_carbonate,4.7,7.3,0,31,49,41,0.93,18,27,14,10,25,65
Orchards,Su3,Mittel schluffiger Sand,high_carbonate,1.8,7.5,0,13,10,20,0.45,16,43,10,4,32.5,63.5
Orchards,Sl3,Mittel lehmiger Sand,high_carbonate,2.7,7.3,0,40,30,20,0.62,16,30,21,10,25,65
Orchards,Sl3,Mittel lehmiger Sand,high_carbonate,3.4,7.4,0,27,14,17,0.83,12,34,16,10,25,65
Orchards,Sl3,Mittel lehmiger Sand,high_carbonate,3.4,7.5,0,10,14,18,0.59,17,57,14,10,25,65
Orchards,Sl3,Mittel lehmiger Sand,high_carbonate,5.1,7.1,0,28,18,39,1.13,34,10,18,10,25,65
Orchards,Sl3,Mittel lehmiger Sand,low_medium_carbonate,4.6,6.2,0,17,16,22,0.95,77,10,7,10,25,65
Orchards,Sl2,Schwach lehmiger Sand,very_high_carbonate,2.7,7.3,0,47,42,21,0.6,14,45,28,6.5,17.5,76
Orchards,Sl2,Schwach lehmiger Sand,high_carbonate,1.6,7.5,0,7,24,14,0.33,17,8,4,6.5,17.5,76
Orchards,Sl3,Mittel lehmiger Sand,very_high_carbonate,2.8,7.4,0,31,13,18,0.71,16,41,20,10,25,65
Orchards,Sl2,Schwach lehmiger Sand,low_medium_carbonate,3.6,6.3,0,8,7,20,0.59,56,8,2,6.5,17.5,76
Orchards,Us,Sandiger Schluff,low_medium_carbonate,2,5.7,13,16,12,16,0.43,66,15,7,4,65,31
Orchards,Sl3,Mittel lehmiger Sand,high_carbonate,3,7.2,0,17,14,24,0.69,36,79,15,10,25,65
Orchards,Slu,Schluffig-lehmiger Sand,low_medium_carbonate,5.9,7.2,0,21,32,49,1.8,51,88,19,12.5,45,42.5
Orchards,Us,Sandiger Schluff,high_carbonate,6.2,7.5,0,22,30,39,1.2,10,12,5,4,65,31
Orchards,Sl2,Schwach lehmiger Sand,high_carbonate,2.8,7.6,0,37,13,22,0.82,11,43,18,6.5,17.5,76
Orchards,Sl3,Mittel lehmiger Sand,low_medium_carbonate,4,6.7,0,10,16,16,0.61,83,10,6,10,25,65
Orchards,Sl3,Mittel lehmiger Sand,low_medium_carbonate,5,7.1,0,5,7,55,0.92,50,16,9,10,25,65
Orchards,Sl3,Mittel lehmiger Sand,high_carbonate,6.4,6.9,0,63,17,32,0.85,17,13,28,10,25,65
Orchards,Sl2,Schwach lehmiger Sand,high_carbonate,2.8,7.2,0,31,25,28,0.82,36,113,28,6.5,17.5,76
Orchards,Su3,Mittel schluffiger Sand,high_carbonate,2.5,7,0,48,29,16,0.45,15,68,29,4,32.5,63.5
Orchards,Sl3,Mittel lehmiger Sand,high_carbonate,19,7.3,0,47,36,67,1.38,8,11,20,10,25,65
Orchards,Su3,Mittel schluffiger Sand,high_carbonate,2,7.4,0,16,20,24,0.61,18,9,7,4,32.5,63.5
Orchards,Sl2,Schwach lehmiger Sand,no_free_carbonate,4.9,5.2,4,28,53,19,1.19,112,12,26,6.5,17.5,76
Orchards,Sl3,Mittel lehmiger Sand,high_carbonate,10,7.3,0,66,32,22,1.35,34,45,14,10,25,65
Orchards,Ut3,Mittel toniger Schluff,high_carbonate,3.9,7.4,0,28,24,40,1.13,26,27,9,14.4,75.3,10.3
Orchards,Us,Sandiger Schluff,high_carbonate,4.3,7.2,0,17,11,49,0.8,54,18,12,4,65,31
Orchards,Sl3,Mittel lehmiger Sand,high_carbonate,2.4,7.2,0,23,17,23,0.67,63,20,29,10,25,65
Orchards,Sl3,Mittel lehmiger Sand,high_carbonate,7.6,7.3,0,30,26,45,1.18,17,10,11,10,25,65
Orchards,Sl3,Mittel lehmiger Sand,high_carbonate,3.1,7.6,0,9,17,28,0.56,23,13,3,10,25,65
Orchards,Sl3,Mittel lehmiger Sand,high_carbonate,3.9,7.1,0,31,23,21,0.67,20,63,17,10,25,65
Orchards,Su3,Mittel schluffiger Sand,high_carbonate,1.6,7.5,0,11,21,17,0.47,13,10,7,4,32.5,63.5
Orchards,Sl2,Schwach lehmiger Sand,high_carbonate,2.1,7.7,0,21,30,23,0.64,18,7,6,6.5,17.5,76
Orchards,Sl3,Mittel lehmiger Sand,high_carbonate,1.1,7.6,0,9,14,16,0.05,7,8,2,10,25,65
Orchards,Sl3,Mittel lehmiger Sand,high_carbonate,4.8,7.4,0,18,20,31,0.75,14,29,21,10,25,65
Orchards,Sl3,Mittel lehmiger Sand,no_free_carbonate,5.1,5,40,18,25,20,0.39,111,17,42,10,25,65
Orchards,Sl2,Schwach lehmiger Sand,low_medium_carbonate,6.7,5.8,0,33,57,27,1,83,17,69,6.5,17.5,76
Orchards,Us,Sandiger Schluff,no_free_carbonate,4.8,6.3,0,9,6,21,0.81,76,21,6,4,65,31
Orchards,Sl3,Mittel lehmiger Sand,no_free_carbonate,5.5,6.4,0,10,7,37,0.82,69,9,6,10,25,65
Orchards,Ut3,Mittel toniger Schluff,high_carbonate,4.3,7.1,0,21,34,42,1.65,40,67,20,14.4,75.3,10.3
Orchards,Su3,Mittel schluffiger Sand,high_carbonate,2.4,7.3,0,25,11,17,0.42,32,59,13,4,32.5,63.5
Orchards,Sl2,Schwach lehmiger Sand,no_free_carbonate,6.6,5.7,0,25,18,29,1.23,100,23,68,6.5,17.5,76
Orchards,Us,Sandiger Schluff,low_medium_carbonate,5.6,6.6,0,24,9,28,1.05,89,25,7,4,65,31
Orchards,Sl3,Mittel lehmiger Sand,high_carbonate,6.4,6.9,0,46,35,37,1.62,27,12,32,10,25,65
Orchards,Sl3,Mittel lehmiger Sand,low_medium_carbonate,6.8,6.3,0,40,37,27,1.49,54,20,46,10,25,65
Orchards,Ut3,Mittel toniger Schluff,high_carbonate,6.1,7.3,0,43,33,43,1.11,12,61,12,14.4,75.3,10.3
Orchards,Sl3,Mittel lehmiger Sand,no_free_carbonate,2.6,5.6,18,52,14,16,0.23,32,7,5,10,25,65
Orchards,Us,Sandiger Schluff,high_carbonate,2.6,7.3,0,23,18,20,0.83,30,39,12,4,65,31
Orchards,Sl2,Schwach lehmiger Sand,high_carbonate,2.9,7.4,0,42,42,15,0.78,12,26,16,6.5,17.5,76
Orchards,Sl3,Mittel lehmiger Sand,high_carbonate,3.5,7.2,0,39,16,20,0.81,21,30,20,10,25,65
Orchards,Ls3,Mittel sandiger Lehm,high_carbonate,5.1,7.3,0,26,11,33,1.01,22,61,26,21,35,44
Orchards,Sl2,Schwach lehmiger Sand,low_medium_carbonate,4.1,6.4,0,17,12,22,0.89,94,12,10,6.5,17.5,76
Orchards,Sl3,Mittel lehmiger Sand,high_carbonate,2.5,7.2,0,29,24,14,1.13,26,32,26,10,25,65
Orchards,Sl3,Mittel lehmiger Sand,low_medium_carbonate,4.9,6.3,0,32,24,21,1.04,89,29,12,10,25,65
Orchards,Sl3,Mittel lehmiger Sand,low_medium_carbonate,4.7,6.7,0,36,30,24,1.26,94,20,15,10,25,65
Orchards,Sl3,Mittel lehmiger Sand,low_medium_carbonate,4.6,6.1,0,19,17,16,0.76,72,13,17,10,25,65
Orchards,Sl3,Mittel lehmiger Sand,low_medium_carbonate,3.8,6.3,0,20,19,18,0.65,65,8,8,10,25,65
Orchards,Us,Sandiger Schluff,low_medium_carbonate,4.7,6.5,0,23,14,18,0.86,79,19,11,4,65,31
Orchards,Us,Sandiger Schluff,high_carbonate,4.4,7.2,0,40,21,24,0.78,32,20,18,4,65,31
Orchards,Sl3,Mittel lehmiger Sand,low_medium_carbonate,7.1,6.1,0,33,38,17,1.11,104,18,29,10,25,65
Orchards,Us,Sandiger Schluff,low_medium_carbonate,4.4,6.5,0,25,13,20,0.67,85,23,12,4,65,31
Orchards,Sl3,Mittel lehmiger Sand,low_medium_carbonate,6.5,6.6,0,36,38,29,1.32,42,11,20,10,25,65
Orchards,Sl3,Mittel lehmiger Sand,low_medium_carbonate,5.8,6.4,0,19,11,27,0.75,79,12,8,10,25,65
Orchards,Sl3,Mittel lehmiger Sand,low_medium_carbonate,3.5,6.4,0,14,10,19,0.55,64,9,5,10,25,65
Orchards,Sl2,Schwach lehmiger Sand,low_medium_carbonate,5.7,6.5,0,25,15,18,0.64,54,459,28,6.5,17.5,76
Orchards,Sl3,Mittel lehmiger Sand,no_free_carbonate,5.8,6,0,30,20,16,0.54,60,18,20,10,25,65
Orchards,Us,Sandiger Schluff,low_medium_carbonate,4.6,6.7,0,53,21,17,0.76,79,24,23,4,65,31
Orchards,Us,Sandiger Schluff,low_medium_carbonate,2.7,6.2,0,32,15,15,0.34,53,22,15,4,65,31
Orchards,Sl3,Mittel lehmiger Sand,low_medium_carbonate,4,6.3,0,34,22,17,0.71,74,8,8,10,25,65
Orchards,Sl2,Schwach lehmiger Sand,low_medium_carbonate,3.7,6.1,0,22,17,14,0.45,54,7,4,6.5,17.5,76
Orchards,Sl3,Mittel lehmiger Sand,low_medium_carbonate,5.7,6.4,0,29,21,23,0.76,71,29,68,10,25,65
Orchards,Su3,Mittel schluffiger Sand,high_carbonate,2.3,7,0,33,15,13,0.39,19,7,7,4,32.5,63.5
Orchards,Sl2,Schwach lehmiger Sand,high_carbonate,2.9,6.7,0,29,12,15,0.54,42,15,12,6.5,17.5,76
Orchards,Sl3,Mittel lehmiger Sand,low_medium_carbonate,5,6.4,0,22,21,24,0.64,56,14,11,10,25,65
Orchards,Us,Sandiger Schluff,no_free_carbonate,5.3,6.6,0,12,12,25,0.73,57,16,9,4,65,31
Orchards,Us,Sandiger Schluff,high_carbonate,4.1,6.9,0,32,17,43,1.25,54,13,16,4,65,31
Orchards,Sl3,Mittel lehmiger Sand,low_medium_carbonate,5.7,6.1,0,12,18,18,0.61,70,8,10,10,25,65
Orchards,Us,Sandiger Schluff,high_carbonate,3.6,7.1,0,30,24,48,0.89,46,17,19,4,65,31
Orchards,Sl3,Mittel lehmiger Sand,low_medium_carbonate,4.1,6.7,0,22,8,36,1.04,71,17,18,10,25,65
Orchards,Sl3,Mittel lehmiger Sand,no_free_carbonate,5.2,5.7,5,32,16,18,0.63,121,135,50,10,25,65
Orchards,Us,Sandiger Schluff,low_medium_carbonate,4.7,6.5,0,21,14,21,0.27,42,12,9,4,65,31
Orchards,Sl3,Mittel lehmiger Sand,low_medium_carbonate,4.7,6.1,0,23,19,18,0.66,62,7,5,10,25,65
Orchards,Sl3,Mittel lehmiger Sand,no_free_carbonate,3.5,5.7,13,17,16,13,0.5,48,15,7,10,25,65
Orchards,Sl3,Mittel lehmiger Sand,high_carbonate,3.6,7.2,0,39,11,24,0.95,17,35,20,10,25,65
Orchards,Us,Sandiger Schluff,high_carbonate,11.7,6.9,0,20,20,44,1.2,9,11,15,4,65,31
Vineyards,Sl3,Mittel lehmiger Sand,low_medium_carbonate,4.9,6.6,0,50,24,24,0.82,36,528,40,10,25,65
Orchards,Us,Sandiger Schluff,high_carbonate,3.2,7.3,0,25,27,17,0.71,19,25,12,4,65,31
Orchards,Sl3,Mittel lehmiger Sand,high_carbonate,2.9,7.4,0,9,18,18,0.75,26,21,9,10,25,65
Orchards,Su3,Mittel schluffiger Sand,high_carbonate,2.6,7.2,0,26,29,22,0.67,45,45,15,4,32.5,63.5
Orchards,Sl3,Mittel lehmiger Sand,high_carbonate,5.3,7.1,0,75,66,40,1.34,30,143,28,10,25,65
Orchards,Sl3,Mittel lehmiger Sand,high_carbonate,4.5,7.2,0,26,30,26,0.74,22,27,10,10,25,65
Orchards,Sl3,Mittel lehmiger Sand,high_carbonate,2.6,7.2,0,14,32,24,0.55,43,20,9,10,25,65
Orchards,Su3,Mittel schluffiger Sand,high_carbonate,2.7,7,0,17,29,17,0.52,16,6,8,4,32.5,63.5
Orchards,Sl3,Mittel lehmiger Sand,high_carbonate,9.6,6.6,0,117,58,30,0.93,20,127,114,10,25,65
Orchards,Sl3,Mittel lehmiger Sand,very_high_carbonate,3.7,7.2,0,47,31,20,0.69,16,70,20,10,25,65
Orchards,Lu,Schluffiger Lehm,high_carbonate,10.1,7.3,0,23,18,48,0.8,8,15,14,23.5,57.5,19
Orchards,Sl3,Mittel lehmiger Sand,high_carbonate,6.6,7.3,0,25,29,34,0.67,11,49,13,10,25,65
Orchards,Lu,Schluffiger Lehm,high_carbonate,4.7,7.2,0,27,40,42,1.36,45,30,13,23.5,57.5,19
Orchards,Su3,Mittel schluffiger Sand,high_carbonate,5.1,7.4,0,16,24,30,0.56,14,27,11,4,32.5,63.5
Orchards,Sl3,Mittel lehmiger Sand,high_carbonate,10.1,7.1,0,17,19,40,1.06,21,58,18,10,25,65
Orchards,Us,Sandiger Schluff,high_carbonate,3.1,7.3,0,12,18,22,0.36,19,60,10,4,65,31
Orchards,Us,Sandiger Schluff,high_carbonate,3.2,7.4,0,20,18,18,0.26,11,88,9,4,65,31
Orchards,Sl3,Mittel lehmiger Sand,high_carbonate,15.2,7,0,23,10,42,1.85,10,12,27,10,25,65
Orchards,Sl3,Mittel lehmiger Sand,low_medium_carbonate,4.2,7.2,0,42,30,54,1.19,80,43,26,10,25,65
Orchards,Us,Sandiger Schluff,high_carbonate,2.8,7.3,0,28,20,17,0.32,15,57,17,4,65,31
Orchards,Us,Sandiger Schluff,high_carbonate,4.6,7,0,54,33,26,1.08,20,46,24,4,65,31
Orchards,Sl3,Mittel lehmiger Sand,high_carbonate,11.9,7,0,44,62,34,0.65,23,9,17,10,25,65
Orchards,Ls3,Mittel sandiger Lehm,high_carbonate,16.4,7.1,0,36,19,49,2.51,12,13,15,21,35,44
Orchards,Us,Sandiger Schluff,no_free_carbonate,4.7,6.5,0,44,32,16,0.84,57,16,10,4,65,31
Orchards,Ut3,Mittel toniger Schluff,high_carbonate,4.8,7.4,0,45,16,41,0.94,17,36,20,14.4,75.3,10.3
